Pavlis, N.K., S.A. Holmes, S.C. Kenyon, and J.K. Factor:
An Earth Gravitational Model to Degree 2160: EGM2008,
presented at the 2008 General Assembly of the European Geosciences Union,
Vienna, Austria, April 13-18, 2008.


product_type                gravity_field
modelname                   EGM2008
earth_gravity_constant      0.3986004415E+15
radius                      0.63781363E+07
max_degree                  2190
errors                      calibrated
norm                        fully_normalized
tide_system                 tide_free

url                   http://earth-info.nima.mil/GandG/

 
 
key     L    M             C                       S                    sigma C             sigma S
gfc    21   20   -0.269495467757536D-07    0.159189204425363D-07    0.7667837029D-11    0.7676658009D-11
gfc    21   21    0.845910170806602D-08   -0.365321656984787D-08    0.6270100888D-11    0.6274274852D-11
gfc    22    0   -0.107772567310914D-07    0.000000000000000D+00    0.4486882910D-12    0.0000000000D+00
gfc    22    1    0.156810174592028D-07   -0.384060273586347D-08    0.4299326610D-12    0.4720695355D-12
gfc    22    2   -0.264892851416925D-07   -0.116465930314882D-08    0.4768701913D-12    0.4442169430D-12
gfc    22    3    0.113438875568191D-07    0.101214315714440D-07    0.4858455266D-12    0.4836320157D-12
gfc    22    4   -0.361500365031197D-08    0.187274809330152D-07    0.5697952092D-12    0.5608126287D-12
gfc    22    5    0.968067785291660D-10   -0.318496276236828D-09    0.6539021639D-12    0.6559048233D-12
gfc    22    6    0.101648080995911D-07   -0.550763247915452D-08    0.8334709531D-12    0.8280905865D-12
gfc    22    7    0.174645378087162D-07    0.474747333054533D-08    0.1019117297D-11    0.1020110215D-11
gfc    22    8   -0.234988234728281D-07    0.381455946013761D-08    0.1250058628D-11    0.1247730820D-11
gfc    22    9    0.668287159542480D-08    0.837665919933101D-08    0.1479429874D-11    0.1477441610D-11
gfc    22   10    0.562736153524834D-08    0.223513690166568D-07    0.1717659747D-11    0.1718423891D-11
gfc    22   11   -0.481530593564480D-08   -0.175636129350211D-07    0.1983894659D-11    0.1983948481D-11
gfc    22   12    0.241844608782850D-08   -0.820832230591832D-08    0.2195757720D-11    0.2194115111D-11
gfc    22   13   -0.171591275582331D-07    0.195127463989993D-07    0.2554131010D-11    0.2552951713D-11
gfc    22   14    0.108704662432765D-07    0.832671558042586D-08    0.2752437224D-11    0.2754168698D-11
gfc    22   15    0.257664603930916D-07    0.471142682022319D-08    0.3380674395D-11    0.3378113399D-11
gfc    22   16    0.112824875831035D-09   -0.728899313273568D-08    0.3516735716D-11    0.3518495551D-11
gfc    22   17    0.856694818662282D-08   -0.146000461088908D-07    0.4115641110D-11    0.4107967889D-11
gfc    22   18    0.101968023898073D-07   -0.162050193177967D-07    0.4785289732D-11    0.4783680668D-11
gfc    22   19    0.140571747858935D-07   -0.336236450688042D-08    0.4624319613D-11    0.4623564293D-11
gfc    22   20   -0.167728511120447D-07    0.195826677648397D-07    0.6587806771D-11    0.6597672684D-11
gfc    22   21   -0.253159625587767D-07    0.239692995280167D-07    0.8078125789D-11    0.8079040465D-11
gfc    22   22   -0.100792291077701D-07    0.233500809593777D-08    0.6567643411D-11    0.6572287958D-11
gfc    23    0   -0.222592369353670D-07    0.000000000000000D+00    0.4458212204D-12    0.0000000000D+00
gfc    23    1    0.917464890610878D-08    0.161952286471013D-07    0.4267605356D-12    0.4688565247D-12
gfc    23    2   -0.143936331663087D-07   -0.458573617697428D-08    0.4728682139D-12    0.4402667934D-12
gfc    23    3   -0.240771916404486D-07   -0.174957518276718D-07    0.4794341622D-12    0.4773213019D-12
gfc    23    4   -0.238684204898637D-07    0.829238827954860D-08    0.5566096462D-12    0.5476908651D-12
gfc    23    5   -0.883211625731366D-09    0.164665275280578D-09    0.6323639152D-12    0.6343892278D-12
gfc    23    6   -0.119276378612301D-07    0.161304545400405D-07    0.8032460196D-12    0.7980219698D-12
gfc    23    7   -0.688740550551295D-08   -0.191397852420673D-08    0.9768947542D-12    0.9779873839D-12
gfc    23    8    0.736058661754965D-08    0.182352729338449D-09    0.1201685865D-11    0.1199408904D-11
gfc    23    9    0.181819233113364D-08   -0.128499684565167D-07    0.1426200861D-11    0.1424294985D-11
gfc    23   10    0.168616355823109D-07   -0.226964546882757D-08    0.1661676256D-11    0.1661809261D-11
gfc    23   11    0.923106099566123D-08    0.142937327655739D-07    0.1908261475D-11    0.1908152431D-11
gfc    23   12    0.164661359096641D-07   -0.120086167532985D-07    0.2155194525D-11    0.2154020004D-11
gfc    23   13   -0.116116647358326D-07   -0.520507359211939D-08    0.2385367063D-11    0.2383814212D-11
gfc    23   14    0.695698850168684D-08   -0.146371127245051D-08    0.2776070231D-11    0.2776430879D-11
gfc    23   15    0.189460333876311D-07   -0.359114572449078D-08    0.3096468106D-11    0.3094148825D-11
gfc    23   16    0.590787056073298D-08    0.110767537310355D-07    0.3586513055D-11    0.3587033065D-11
gfc    23   17   -0.546344574978046D-08   -0.129336873674311D-07    0.3767444407D-11    0.3762788468D-11
gfc    23   18    0.854349524918403D-08   -0.148171754135083D-07    0.4357224376D-11    0.4358224043D-11
gfc    23   19   -0.547552535534081D-08    0.106567231826728D-07    0.5094468034D-11    0.5096963489D-11
gfc    23   20    0.797074457466334D-08   -0.545405930990654D-08    0.4839562739D-11    0.4846843215D-11
gfc    23   21    0.157093052771851D-07    0.117414500770336D-07    0.6954748126D-11    0.6949417533D-11
gfc    23   22   -0.179741548069429D-07    0.473423743082551D-08    0.8508777406D-11    0.8509603034D-11
gfc    23   23    0.305532132709428D-08   -0.120563683028849D-07    0.6904095230D-11    0.6892900966D-11
gfc    24    0   -0.729311730529204D-10    0.000000000000000D+00    0.4450780754D-12    0.0000000000D+00
gfc    24    1   -0.273044176963461D-08   -0.153266620785052D-08    0.4258177434D-12    0.4680429430D-12
gfc    24    2    0.959964424565557D-09    0.151543957384410D-07    0.4712399686D-12    0.4386202166D-12
gfc    24    3   -0.480866675119318D-08   -0.973533536173374D-08    0.4759256477D-12    0.4738977047D-12
gfc    24    4    0.597169159494454D-08    0.508911964925789D-08    0.5462709218D-12    0.5373363511D-12
gfc    24    5   -0.711793314132635D-08   -0.214262378272962D-07    0.6169792428D-12    0.6190396946D-12
gfc    24    6    0.362207110028164D-08    0.136044582864928D-08    0.7744752820D-12    0.7692786642D-12
gfc    24    7   -0.606363568035722D-08    0.491672724676752D-08    0.9442653849D-12    0.9454734117D-12
gfc    24    8    0.154072555437137D-07   -0.360812244996912D-08    0.1157066200D-11    0.1154698981D-11
gfc    24    9   -0.115751520988093D-07   -0.178355593524251D-07    0.1378761920D-11    0.1376969389D-11
gfc    24   10    0.109719273685843D-07    0.212569237716145D-07    0.1611985225D-11    0.1612592947D-11
gfc    24   11    0.151845349640653D-07    0.178040482985835D-07    0.1855254813D-11    0.1855051520D-11
gfc    24   12    0.114861865026666D-07   -0.617826525931362D-08    0.2077190478D-11    0.2076009762D-11
gfc    24   13   -0.302205191374829D-08    0.293476391139084D-08    0.2351427088D-11    0.2350782623D-11
gfc    24   14   -0.199569522298403D-07   -0.204641456836742D-08    0.2581970930D-11    0.2582774868D-11
gfc    24   15    0.635490900444178D-08   -0.159566972644154D-07    0.3082782592D-11    0.3080404039D-11
gfc    24   16    0.844903917752228D-08    0.272024146612831D-08    0.3199172175D-11    0.3199698721D-11
gfc    24   17   -0.119426848977209D-07   -0.644428063179946D-08    0.3861694928D-11    0.3856454984D-11
gfc    24   18   -0.369384147455590D-09   -0.103054147076774D-07    0.4007535001D-11    0.4006727656D-11
gfc    24   19   -0.444607720193391D-08   -0.867518429152269D-08    0.4637952633D-11    0.4639901956D-11
gfc    24   20   -0.565651494083195D-08    0.864212722355149D-08    0.5399423832D-11    0.5404108513D-11
gfc    24   21    0.553911666086030D-08    0.141196394253887D-07    0.5095384449D-11    0.5092620621D-11
gfc    24   22    0.399587089888849D-08   -0.393596776288303D-08    0.7301023906D-11    0.7303247968D-11
gfc    24   23   -0.619078276892964D-08   -0.882037161858174D-08    0.8973340665D-11    0.8976651071D-11
gfc    24   24    0.126584862526522D-07   -0.368695020064771D-08    0.7237294784D-11    0.7252461219D-11
gfc    25    0    0.320598734329939D-08    0.000000000000000D+00    0.4459731000D-12    0.0000000000D+00
gfc    25    1    0.637138847616777D-08   -0.915694492187822D-08    0.4263614608D-12    0.4688092826D-12
gfc    25    2    0.227175340858446D-07    0.934694216870053D-08    0.4714232360D-12    0.4386913269D-12
gfc    25    3   -0.968121214416588D-08   -0.143065467749278D-07    0.4743205558D-12    0.4723801201D-12
gfc    25    4    0.101626991717437D-07    0.296899934977453D-09    0.5398430971D-12    0.5308090506D-12
gfc    25    5   -0.110411938574063D-07   -0.412570457156021D-09    0.6038564815D-12    0.6059795123D-12
gfc    25    6    0.162742318697154D-07    0.163730412787704D-09    0.7539708813D-12    0.7488214524D-12
gfc    25    7    0.959277390590897D-08   -0.662254501807672D-08    0.9154583387D-12    0.9167375423D-12
gfc    25    8    0.208273934296886D-08    0.183591500651598D-09    0.1119992927D-11    0.1117659024D-11
gfc    25    9   -0.303729337788405D-07    0.229531799333138D-07    0.1345216225D-11    0.1343493075D-11
gfc    25   10    0.899521256113324D-08   -0.441650495583955D-08    0.1560884325D-11    0.1560967615D-11
gfc    25   11    0.188958913097120D-08    0.103199175018396D-07    0.1821114908D-11    0.1820736951D-11
gfc    25   12   -0.776048780369275D-08    0.115712288732820D-07    0.2025672310D-11    0.2024728248D-11
gfc    25   13    0.796380614113776D-08   -0.116510263641772D-07    0.2281103550D-11    0.2280099520D-11
gfc    25   14   -0.199222544811326D-07    0.656132857540598D-08    0.2560932484D-11    0.2561251024D-11
gfc    25   15   -0.444589479364883D-08   -0.741171825487876D-08    0.2932603598D-11    0.2930442300D-11
gfc    25   16    0.130555080737715D-08   -0.129019675679949D-07    0.3281868323D-11    0.3281326414D-11
gfc    25   17   -0.155113752991790D-07   -0.370458425865622D-08    0.3446848223D-11    0.3442479488D-11
gfc    25   18    0.153751891476056D-08   -0.148836219419485D-07    0.4150050754D-11    0.4149105226D-11
gfc    25   19    0.776475227215034D-08    0.980656239211915D-08    0.4286686576D-11    0.4289770266D-11
gfc    25   20   -0.798489257329358D-08   -0.963153241628964D-09    0.4909959661D-11    0.4915469311D-11
gfc    25   21    0.106934402783522D-07    0.775981477961148D-08    0.5748477278D-11    0.5745541665D-11
gfc    25   22   -0.141390853980964D-07    0.386144288368210D-08    0.5330181467D-11    0.5331872463D-11
gfc    25   23    0.858533773832998D-08   -0.126390122596887D-07    0.7717413755D-11    0.7720811889D-11
gfc    25   24    0.424152224663866D-08   -0.839704764872638D-08    0.9486416968D-11    0.9481874064D-11
gfc    25   25    0.104936582302616D-07    0.494806311613958D-08    0.7634652553D-11    0.7632787569D-11
gfc    26    0    0.589238392271432D-08    0.000000000000000D+00    0.4482772355D-12    0.0000000000D+00
gfc    26    1   -0.143319110570104D-09   -0.664887064948804D-08    0.4284140658D-12    0.4712306822D-12
gfc    26    2   -0.158606093368116D-08    0.115037894054995D-07    0.4731727552D-12    0.4402076105D-12
gfc    26    3    0.151051173837328D-07    0.404520346602643D-08    0.4746362846D-12    0.4727378724D-12
gfc    26    4    0.190768148829694D-07   -0.202269514773407D-07    0.5351637910D-12    0.5260407805D-12
gfc    26    5    0.131550147271952D-07    0.782252579346489D-08    0.5954279295D-12    0.5975895888D-12
gfc    26    6    0.960350026057024D-08   -0.105154531780729D-07    0.7351754078D-12    0.7300133663D-12
gfc    26    7   -0.158724772386567D-08    0.444756355938498D-08    0.8922570858D-12    0.8936569420D-12
gfc    26    8    0.347082300065802D-08    0.178107747251334D-08    0.1089373126D-11    0.1086952226D-11
gfc    26    9   -0.130951109455882D-07    0.712297780037371D-09    0.1307039922D-11    0.1305445199D-11
gfc    26   10   -0.149687595268914D-07   -0.566127055819274D-08    0.1531892437D-11    0.1532320532D-11
gfc    26   11   -0.462743446256929D-08    0.167544322436372D-08    0.1770125152D-11    0.1769724660D-11
gfc    26   12   -0.170122946545135D-07    0.233132044906936D-08    0.1994724172D-11    0.1993762038D-11
gfc    26   13   -0.175513139698735D-09    0.153659737622840D-08    0.2231186714D-11    0.2230773472D-11
gfc    26   14    0.766776606118743D-08    0.806474326944995D-08    0.2478243965D-11    0.2479244729D-11
gfc    26   15   -0.133588337938914D-07    0.829767721535204D-08    0.2869745178D-11    0.2867591582D-11
gfc    26   16    0.158568206592065D-08   -0.639944339909513D-08    0.3046953660D-11    0.3046505460D-11
gfc    26   17   -0.120031981259207D-07    0.791630313460838D-08    0.3557679966D-11    0.3554391864D-11
gfc    26   18   -0.129374429771876D-07    0.489690075031118D-08    0.3703549737D-11    0.3702931034D-11
gfc    26   19   -0.226428688962503D-08    0.376903918895651D-08    0.4468373797D-11    0.4472053468D-11
gfc    26   20    0.623141756506535D-08   -0.119791260868403D-07    0.4570210998D-11    0.4573670194D-11
gfc    26   21   -0.916114981221180D-08    0.194168847145814D-08    0.5232764430D-11    0.5229158354D-11
gfc    26   22    0.103782069803566D-07    0.706517248734750D-08    0.6081344818D-11    0.6080513189D-11
gfc    26   23    0.102380077761227D-08    0.107241407841736D-07    0.5619267706D-11    0.5623344093D-11
gfc    26   24    0.902984567710755D-08    0.147824676612315D-07    0.8132787860D-11    0.8133678814D-11
gfc    26   25    0.378138208737188D-08   -0.580905785330850D-09    0.1002637904D-10    0.1001966334D-10
gfc    26   26    0.658079776883815D-09    0.207680147905818D-08    0.8040908852D-11    0.8032222792D-11
gfc    27    0    0.361360196571796D-08    0.000000000000000D+00    0.4524265338D-12    0.0000000000D+00
gfc    27    1    0.286137900927265D-08    0.158725486281296D-08    0.4321135417D-12    0.4753983053D-12
gfc    27    2    0.660064834219505D-09   -0.616368940081158D-09    0.4769186911D-12    0.4436823421D-12
gfc    27    3    0.353084058094838D-08    0.104827640336862D-07    0.4769440961D-12    0.4751039507D-12
gfc    27    4   -0.159926055085654D-08    0.805817743399237D-08    0.5338770121D-12    0.5246523775D-12
gfc    27    5    0.146091224731707D-07    0.149905332122623D-07    0.5888256497D-12    0.5909838247D-12
gfc    27    6    0.496820847478438D-08    0.641225991294182D-08    0.7225175045D-12    0.7173586531D-12
gfc    27    7   -0.111317957339811D-07   -0.690523363977540D-08    0.8733932789D-12    0.8747998624D-12
gfc    27    8   -0.803739017001217D-08   -0.876275609221432D-08    0.1061643368D-11    0.1059182112D-11
gfc    27    9    0.306632501410630D-08    0.112697745241444D-07    0.1286722153D-11    0.1285227494D-11
gfc    27   10   -0.135132202071968D-07    0.126794123062642D-08    0.1488417481D-11    0.1488436410D-11
gfc    27   11    0.223670596410234D-08   -0.943953879456798D-08    0.1759305942D-11    0.1758743705D-11
gfc    27   12   -0.109642570429207D-07    0.206992468828630D-08    0.1941724095D-11    0.1940887583D-11
gfc    27   13   -0.457176348659714D-08   -0.467338928930228D-08    0.2219266113D-11    0.2218771209D-11
gfc    27   14    0.153376443115287D-07    0.118222605412149D-07    0.2428588724D-11    0.2429214657D-11
gfc    27   15   -0.213222954352628D-08    0.147112108119539D-08    0.2843698421D-11    0.2842197195D-11
gfc    27   16    0.257210136783173D-08    0.316997379252524D-08    0.3049865961D-11    0.3049163939D-11
gfc    27   17    0.442472573205382D-08    0.504761416469733D-09    0.3307928526D-11    0.3303828347D-11
gfc    27   18   -0.207164338504850D-08    0.787754369082609D-08    0.3858397756D-11    0.3857494506D-11
gfc    27   19   -0.272870630975609D-09   -0.240006576483770D-08    0.3981104295D-11    0.3985203006D-11
gfc    27   20   -0.127144544010381D-08    0.366035679633390D-08    0.4793007162D-11    0.4795552323D-11
gfc    27   21    0.492315735762124D-08   -0.665258577857072D-08    0.4875269698D-11    0.4872486559D-11
gfc    27   22   -0.582122832762220D-08    0.289084691543489D-08    0.5528907220D-11    0.5529970804D-11
gfc    27   23   -0.532113281672823D-08   -0.115996372993086D-07    0.6487974434D-11    0.6491881714D-11
gfc    27   24    0.384567638284934D-09   -0.224003398737297D-08    0.5909278507D-11    0.5907275398D-11
gfc    27   25    0.120948180878227D-07    0.600985436782061D-08    0.8613241429D-11    0.8605857224D-11
gfc    27   26   -0.682518753697823D-08   -0.238674628687537D-08    0.1059820072D-10    0.1060636370D-10
gfc    27   27    0.806327474423184D-08    0.107346749127698D-08    0.8471042795D-11    0.8478684986D-11
gfc    28    0   -0.977255422916287D-08    0.000000000000000D+00    0.4577509166D-12    0.0000000000D+00
gfc    28    1   -0.527777339142806D-08    0.871875125510949D-08    0.4370677293D-12    0.4809441412D-12
gfc    28    2   -0.150090481289917D-07   -0.825563771463205D-08    0.4819430700D-12    0.4483151337D-12
gfc    28    3    0.290294937280847D-08    0.101837144304814D-07    0.4807789895D-12    0.4789905107D-12
gfc    28    4   -0.141319149128493D-08    0.112846526653792D-07    0.5340784034D-12    0.5246348424D-12
gfc    28    5    0.119738591371710D-07   -0.472242194400193D-08    0.5859884243D-12    0.5881866633D-12
gfc    28    6   -0.461126083102582D-08    0.129268989665903D-07    0.7112879785D-12    0.7061077672D-12
gfc    28    7   -0.258748370052781D-08    0.565213308123501D-08    0.8578503131D-12    0.8593573978D-12
gfc    28    8   -0.306928868864284D-08   -0.175682908302310D-08    0.1041414594D-11    0.1038870640D-11
gfc    28    9    0.928183302402545D-08   -0.126959520585365D-07    0.1257106893D-11    0.1255746636D-11
gfc    28   10   -0.106274337864870D-07    0.796751674876720D-08    0.1472850733D-11    0.1473125912D-11
gfc    28   11   -0.354427125144653D-08   -0.183862678673097D-08    0.1714546462D-11    0.1714090622D-11
gfc    28   12   -0.867371289634820D-09    0.103395485690751D-07    0.1936608750D-11    0.1935768935D-11
gfc    28   13    0.212618929075416D-08    0.590056882694103D-08    0.2166400065D-11    0.2166180300D-11
gfc    28   14   -0.812189419768024D-08   -0.128622517938612D-07    0.2414439737D-11    0.2415207304D-11
gfc    28   15   -0.122505585322372D-07   -0.218594850522785D-08    0.2745570098D-11    0.2743961690D-11
gfc    28   16   -0.463917494351985D-08   -0.132800356759863D-07    0.2958577565D-11    0.2957723137D-11
gfc    28   17    0.137958219363920D-07   -0.498351924534829D-08    0.3322656816D-11    0.3320292727D-11
gfc    28   18    0.570555920373592D-08   -0.333600932471709D-08    0.3583299353D-11    0.3582233056D-11
gfc    28   19    0.627297961903630D-08    0.241073344873701D-07    0.4182683159D-11    0.4186153519D-11
gfc    28   20   -0.152120555556299D-08    0.649886617706710D-08    0.4288317667D-11    0.4290714660D-11
gfc    28   21    0.677747366709958D-08    0.661576962140779D-08    0.5163233400D-11    0.5160043368D-11
gfc    28   22   -0.222934124422372D-08   -0.731029076167330D-08    0.5167958648D-11    0.5167959982D-11
